Group.1,n
35031.Hispanic,6384
"35031.Other, Non-Hispanic",39429
"35031.White, Non-Hispanic",5252
"35033.Black, Non-Hispanic",2
35033.Hispanic,3177
"35033.Other, Non-Hispanic",125
"35033.White, Non-Hispanic",706
"35035.Black, Non-Hispanic",1860
35035.Hispanic,17367
"35035.Other, Non-Hispanic",4222
"35035.White, Non-Hispanic",27242
"35037.Black, Non-Hispanic",42
35037.Hispanic,2730
"35037.Other, Non-Hispanic",164
"35037.White, Non-Hispanic",3502
"35039.Black, Non-Hispanic",182
35039.Hispanic,20958
"35039.Other, Non-Hispanic",4476
"35039.White, Non-Hispanic",4332
"35041.Black, Non-Hispanic",452
35041.Hispanic,5464
"35041.Other, Non-Hispanic",429
"35041.White, Non-Hispanic",7962
"35043.Black, Non-Hispanic",2441
35043.Hispanic,39517
"35043.Other, Non-Hispanic",15268
"35043.White, Non-Hispanic",51842
"35045.Black, Non-Hispanic",676
35045.Hispanic,16269
"35045.Other, Non-Hispanic",36418
"35045.White, Non-Hispanic",39123
"35047.Black, Non-Hispanic",300
35047.Hispanic,17179
"35047.Other, Non-Hispanic",566
"35047.White, Non-Hispanic",4413
"35049.Black, Non-Hispanic",1152
35049.Hispanic,56785
"35049.Other, Non-Hispanic",5920
"35049.White, Non-Hispanic",57947
"35051.Black, Non-Hispanic",43
35051.Hispanic,2477
"35051.Other, Non-Hispanic",387
"35051.White, Non-Hispanic",6380
"35053.Black, Non-Hispanic",95
35053.Hispanic,6165
"35053.Other, Non-Hispanic",1767
"35053.White, Non-Hispanic",4989
"35055.Black, Non-Hispanic",136
35055.Hispanic,14379
"35055.Other, Non-Hispanic",1947
"35055.White, Non-Hispanic",10410
"35057.Black, Non-Hispanic",108
35057.Hispanic,4887
"35057.Other, Non-Hispanic",214
"35057.White, Non-Hispanic",7034
"35059.Black, Non-Hispanic",67
35059.Hispanic,1387
"35059.Other, Non-Hispanic",110
"35059.White, Non-Hispanic",1733
"35061.Black, Non-Hispanic",766
35061.Hispanic,33267
"35061.Other, Non-Hispanic",3019
"35061.White, Non-Hispanic",20947
"36001.Black, Non-Hispanic",28694
36001.Hispanic,12936
"36001.Other, Non-Hispanic",20515
"36001.White, Non-Hispanic",187926
"36003.Black, Non-Hispanic",656
36003.Hispanic,546
"36003.Other, Non-Hispanic",821
"36003.White, Non-Hispanic",35226
"36005.Black, Non-Hispanic",379217
36005.Hispanic,582152
"36005.Other, Non-Hispanic",9701
"36005.White, Non-Hispanic",110596
"36007.Black, Non-Hispanic",7649
36007.Hispanic,5388
"36007.Other, Non-Hispanic",9624
"36007.White, Non-Hispanic",132895
"36009.Black, Non-Hispanic",805
36009.Hispanic,976
"36009.Other, Non-Hispanic",2745
"36009.White, Non-Hispanic",55412
"36011.Black, Non-Hispanic",2821
36011.Hispanic,1617
"36011.Other, Non-Hispanic",1138
"36011.White, Non-Hispanic",56463
"36013.Black, Non-Hispanic",2612
36013.Hispanic,6174
"36013.Other, Non-Hispanic",1851
"36013.White, Non-Hispanic",91539
"36015.Black, Non-Hispanic",4170
36015.Hispanic,1722
"36015.Other, Non-Hispanic",2097
"36015.White, Non-Hispanic",58579
"36017.Black, Non-Hispanic",400
36017.Hispanic,700
"36017.Other, Non-Hispanic",664
"36017.White, Non-Hispanic",36193
"36019.Black, Non-Hispanic",3117
36019.Hispanic,1913
"36019.Other, Non-Hispanic",1828
"36019.White, Non-Hispanic",59197
"36021.Black, Non-Hispanic",2138
36021.Hispanic,1896
"36021.Other, Non-Hispanic",1553
"36021.White, Non-Hispanic",44132
"36023.Black, Non-Hispanic",733
36023.Hispanic,969
"36023.Other, Non-Hispanic",972
"36023.White, Non-Hispanic",36024
"36025.Black, Non-Hispanic",693
36025.Hispanic,1292
"36025.Other, Non-Hispanic",666
"36025.White, Non-Hispanic",34655
"36027.Black, Non-Hispanic",24586
36027.Hispanic,25560
"36027.Other, Non-Hispanic",12181
"36027.White, Non-Hispanic",175233
"36029.Black, Non-Hispanic",91667
36029.Hispanic,33195
"36029.Other, Non-Hispanic",33879
"36029.White, Non-Hispanic",573043
"36031.Black, Non-Hispanic",1136
36031.Hispanic,969
"36031.Other, Non-Hispanic",495
"36031.White, Non-Hispanic",28706
"36033.Black, Non-Hispanic",2604
36033.Hispanic,1481
"36033.Other, Non-Hispanic",3252
"36033.White, Non-Hispanic",33078
"36035.Black, Non-Hispanic",846
36035.Hispanic,1066
"36035.Other, Non-Hispanic",737
"36035.White, Non-Hispanic",40063
"36037.Black, Non-Hispanic",1099
36037.Hispanic,1237
"36037.Other, Non-Hispanic",1519
"36037.White, Non-Hispanic",42195
"36039.Black, Non-Hispanic",2570
36039.Hispanic,2050
"36039.Other, Non-Hispanic",738
"36039.White, Non-Hispanic",34157
"36041.Black, Non-Hispanic",34
36041.Hispanic,60
"36041.Other, Non-Hispanic",69
"36041.White, Non-Hispanic",3728
"36043.Black, Non-Hispanic",597
36043.Hispanic,855
"36043.Other, Non-Hispanic",736
"36043.White, Non-Hispanic",47003
"36045.Black, Non-Hispanic",5027
36045.Hispanic,5681
"36045.Other, Non-Hispanic",3579
"36045.White, Non-Hispanic",71273
"36047.Black, Non-Hispanic",652674
36047.Hispanic,364859
"36047.Other, Non-Hispanic",249117
"36047.White, Non-Hispanic",728681
"36049.Black, Non-Hispanic",142
36049.Hispanic,341
"36049.Other, Non-Hispanic",272
"36049.White, Non-Hispanic",19691
"36051.Black, Non-Hispanic",1580
36051.Hispanic,1680
"36051.Other, Non-Hispanic",1299
"36051.White, Non-Hispanic",47640
"36053.Black, Non-Hispanic",1130
36053.Hispanic,1160
"36053.Other, Non-Hispanic",1367
"36053.White, Non-Hispanic",53732
"36055.Black, Non-Hispanic",80979
36055.Hispanic,43111
"36055.Other, Non-Hispanic",27733
"36055.White, Non-Hispanic",435585
"36057.Black, Non-Hispanic",876
36057.Hispanic,4472
"36057.Other, Non-Hispanic",620
"36057.White, Non-Hispanic",32028
"36059.Black, Non-Hispanic",124312
36059.Hispanic,162953
"36059.Other, Non-Hispanic",115055
"36059.White, Non-Hispanic",660445
"36061.Black, Non-Hispanic",196824
36061.Hispanic,338425
"36061.Other, Non-Hispanic",178489
"36061.White, Non-Hispanic",683318
"36063.Black, Non-Hispanic",10543
36063.Hispanic,3967
"36063.Other, Non-Hispanic",5914
"36063.White, Non-Hispanic",147871
"36065.Black, Non-Hispanic",10106
36065.Hispanic,8554
"36065.Other, Non-Hispanic",8637
"36065.White, Non-Hispanic",153737
"36067.Black, Non-Hispanic",36808
36067.Hispanic,14735
"36067.Other, Non-Hispanic",20515
"36067.White, Non-Hispanic",291730
"36069.Black, Non-Hispanic",2026
36069.Hispanic,3281
"36069.Other, Non-Hispanic",2072
"36069.White, Non-Hispanic",79812
"36071.Black, Non-Hispanic",31559
36071.Hispanic,52648
"36071.Other, Non-Hispanic",11073
"36071.White, Non-Hispanic",187514
"36073.Black, Non-Hispanic",2126
36073.Hispanic,1334
"36073.Other, Non-Hispanic",711
"36073.White, Non-Hispanic",28678
"36075.Black, Non-Hispanic",1110
36075.Hispanic,1986
"36075.Other, Non-Hispanic",1584
"36075.White, Non-Hispanic",88535
"36077.Black, Non-Hispanic",1074
36077.Hispanic,1682
"36077.Other, Non-Hispanic",1271
"36077.White, Non-Hispanic",46246
"36079.Black, Non-Hispanic",2431
36079.Hispanic,10556
"36079.Other, Non-Hispanic",2296
"36079.White, Non-Hispanic",63637
"36081.Black, Non-Hispanic",333406
36081.Hispanic,481729
"36081.Other, Non-Hispanic",525927
"36081.White, Non-Hispanic",484003
"36083.Black, Non-Hispanic",7640
36083.Hispanic,5010
"36083.Other, Non-Hispanic",5765
"36083.White, Non-Hispanic",109686
"36085.Black, Non-Hispanic",36136
36085.Hispanic,60908
"36085.Other, Non-Hispanic",37708
"36085.White, Non-Hispanic",235903
"36087.Black, Non-Hispanic",30711
36087.Hispanic,39254
"36087.Other, Non-Hispanic",17497
"36087.White, Non-Hispanic",146071
"36089.Black, Non-Hispanic",2474
36089.Hispanic,2002
"36089.Other, Non-Hispanic",2421
"36089.White, Non-Hispanic",79844
"36091.Black, Non-Hispanic",3189
36091.Hispanic,5186
"36091.Other, Non-Hispanic",7111
"36091.White, Non-Hispanic",166526
"36093.Black, Non-Hispanic",11113
36093.Hispanic,6969
"36093.Other, Non-Hispanic",10894
"36093.White, Non-Hispanic",92409
"36095.Black, Non-Hispanic",406
36095.Hispanic,760
"36095.Other, Non-Hispanic",485
"36095.White, Non-Hispanic",24027
"36097.Black, Non-Hispanic",162
36097.Hispanic,249
"36097.Other, Non-Hispanic",224
"36097.White, Non-Hispanic",13836
"36099.Black, Non-Hispanic",1570
36099.Hispanic,888
"36099.Other, Non-Hispanic",538
"36099.White, Non-Hispanic",24514
"36101.Black, Non-Hispanic",1252
36101.Hispanic,1046
"36101.Other, Non-Hispanic",1974
"36101.White, Non-Hispanic",71245
"36103.Black, Non-Hispanic",87429
36103.Hispanic,196175
"36103.Other, Non-Hispanic",58206
"36103.White, Non-Hispanic",823811
"36105.Black, Non-Hispanic",4740
36105.Hispanic,8120
"36105.Other, Non-Hispanic",2389
"36105.White, Non-Hispanic",43924
"36107.Black, Non-Hispanic",247
36107.Hispanic,622
"36107.Other, Non-Hispanic",841
"36107.White, Non-Hispanic",36705
"36109.Black, Non-Hispanic",3315
36109.Hispanic,4244
"36109.Other, Non-Hispanic",11877
"36109.White, Non-Hispanic",67942
"36111.Black, Non-Hispanic",8760
36111.Hispanic,12919
"36111.Other, Non-Hispanic",5720
"36111.White, Non-Hispanic",119342
"36113.Black, Non-Hispanic",601
36113.Hispanic,1109
"36113.Other, Non-Hispanic",1082
"36113.White, Non-Hispanic",49678
"36115.Black, Non-Hispanic",1892
36115.Hispanic,1274
"36115.Other, Non-Hispanic",688
"36115.White, Non-Hispanic",46027
"36117.Black, Non-Hispanic",1935
36117.Hispanic,2559
"36117.Other, Non-Hispanic",1450
"36117.White, Non-Hispanic",65087
"36119.Black, Non-Hispanic",113250
36119.Hispanic,170548
"36119.Other, Non-Hispanic",49623
"36119.White, Non-Hispanic",420369
"36121.Black, Non-Hispanic",1605
36121.Hispanic,1067
"36121.Other, Non-Hispanic",525
"36121.White, Non-Hispanic",29092
"36123.Black, Non-Hispanic",227
36123.Hispanic,369
"36123.Other, Non-Hispanic",327
"36123.White, Non-Hispanic",18531
"37001.Black, Non-Hispanic",24279
37001.Hispanic,12149
"37001.Other, Non-Hispanic",4276
"37001.White, Non-Hispanic",86082
"37003.Black, Non-Hispanic",1895
37003.Hispanic,1018
"37003.Other, Non-Hispanic",554
"37003.White, Non-Hispanic",26176
"37005.Black, Non-Hispanic",188
37005.Hispanic,670
"37005.Other, Non-Hispanic",80
"37005.White, Non-Hispanic",8150
"37007.Black, Non-Hispanic",9550
37007.Hispanic,822
"37007.Other, Non-Hispanic",496
"37007.White, Non-Hispanic",9203
"37009.Black, Non-Hispanic",176
37009.Hispanic,890
"37009.Other, Non-Hispanic",283
"37009.White, Non-Hispanic",20659
"37011.Black, Non-Hispanic",680
37011.Hispanic,619
"37011.Other, Non-Hispanic",356
"37011.White, Non-Hispanic",13273
"37013.Black, Non-Hispanic",9054
37013.Hispanic,2163
"37013.Other, Non-Hispanic",360
"37013.White, Non-Hispanic",25981
"37015.Black, Non-Hispanic",9705
37015.Hispanic,315
"37015.Other, Non-Hispanic",223
"37015.White, Non-Hispanic",5759
"37017.Black, Non-Hispanic",9044
37017.Hispanic,1443
"37017.Other, Non-Hispanic",763
"37017.White, Non-Hispanic",15166
"37019.Black, Non-Hispanic",10639
37019.Hispanic,4018
"37019.Other, Non-Hispanic",2921
"37019.White, Non-Hispanic",93610
"37021.Black, Non-Hispanic",12395
37021.Hispanic,10585
"37021.Other, Non-Hispanic",6070
"37021.White, Non-Hispanic",179681
"37023.Black, Non-Hispanic",4763
37023.Hispanic,3396
"37023.Other, Non-Hispanic",3508
"37023.White, Non-Hispanic",61253
"37025.Black, Non-Hispanic",26708
37025.Hispanic,12525
"37025.Other, Non-Hispanic",7714
"37025.White, Non-Hispanic",106365
"37027.Black, Non-Hispanic",2868
37027.Hispanic,2746
"37027.Other, Non-Hispanic",1309
"37027.White, Non-Hispanic",58270
"37029.Black, Non-Hispanic",1178
37029.Hispanic,201
"37029.Other, Non-Hispanic",191
"37029.White, Non-Hispanic",6587
"37031.Black, Non-Hispanic",3093
37031.Hispanic,1821
"37031.Other, Non-Hispanic",1730
"37031.White, Non-Hispanic",50156
"37033.Black, Non-Hispanic",6157
37033.Hispanic,562
"37033.Other, Non-Hispanic",320
"37033.White, Non-Hispanic",11373
"37035.Black, Non-Hispanic",9990
37035.Hispanic,9153
"37035.Other, Non-Hispanic",6190
"37035.White, Non-Hispanic",97028
"37037.Black, Non-Hispanic",6678
37037.Hispanic,5131
"37037.Other, Non-Hispanic",2103
"37037.White, Non-Hispanic",42837
"37039.Black, Non-Hispanic",304
37039.Hispanic,597
"37039.Other, Non-Hispanic",994
"37039.White, Non-Hispanic",21329
"37041.Black, Non-Hispanic",3811
37041.Hispanic,267
"37041.Other, Non-Hispanic",93
"37041.White, Non-Hispanic",7013
"37043.Black, Non-Hispanic",105
37043.Hispanic,229
"37043.Other, Non-Hispanic",126
"37043.White, Non-Hispanic",8570
"37045.Black, Non-Hispanic",14971
37045.Hispanic,1987
"37045.Other, Non-Hispanic",1709
"37045.White, Non-Hispanic",57201
"37047.Black, Non-Hispanic",13275
37047.Hispanic,1706
"37047.Other, Non-Hispanic",2109
"37047.White, Non-Hispanic",27016
"37049.Black, Non-Hispanic",16685
37049.Hispanic,4942
"37049.Other, Non-Hispanic",3431
"37049.White, Non-Hispanic",55094
"37051.Black, Non-Hispanic",92113
37051.Hispanic,25930
"37051.Other, Non-Hispanic",17354
"37051.White, Non-Hispanic",115154
"37053.Black, Non-Hispanic",1134
37053.Hispanic,665
"37053.Other, Non-Hispanic",572
"37053.White, Non-Hispanic",18154
"37055.Black, Non-Hispanic",707
37055.Hispanic,1642
"37055.Other, Non-Hispanic",597
"37055.White, Non-Hispanic",26293
"37057.Black, Non-Hispanic",11755
37057.Hispanic,6838
"37057.Other, Non-Hispanic",3565
"37057.White, Non-Hispanic",106566
"37059.Black, Non-Hispanic",1745
37059.Hispanic,1693
"37059.Other, Non-Hispanic",944
"37059.White, Non-Hispanic",28859
"37061.Black, Non-Hispanic",11079
37061.Hispanic,7692
"37061.Other, Non-Hispanic",894
"37061.White, Non-Hispanic",24984
"37063.Black, Non-Hispanic",88654
37063.Hispanic,25716
"37063.Other, Non-Hispanic",18550
"37063.White, Non-Hispanic",113106
"37065.Black, Non-Hispanic",23160
37065.Hispanic,1334
"37065.Other, Non-Hispanic",448
"37065.White, Non-Hispanic",15711
"37067.Black, Non-Hispanic",74191
37067.Hispanic,27567
"37067.Other, Non-Hispanic",11177
"37067.White, Non-Hispanic",175221
"37069.Black, Non-Hispanic",13179
37069.Hispanic,3385
"37069.Other, Non-Hispanic",1247
"37069.White, Non-Hispanic",33837
"37071.Black, Non-Hispanic",26753
37071.Hispanic,9473
"37071.Other, Non-Hispanic",5320
"37071.White, Non-Hispanic",127916
"37073.Black, Non-Hispanic",3117
37073.Hispanic,8
"37073.Other, Non-Hispanic",238
"37073.White, Non-Hispanic",5824
"37075.Black, Non-Hispanic",17
37075.Hispanic,98
"37075.Other, Non-Hispanic",626
"37075.White, Non-Hispanic",6019
"37077.Black, Non-Hispanic",14483
37077.Hispanic,2864
"37077.Other, Non-Hispanic",1544
"37077.White, Non-Hispanic",28134
"37079.Black, Non-Hispanic",6076
37079.Hispanic,1948
"37079.Other, Non-Hispanic",449
"37079.White, Non-Hispanic",8249
"37081.Black, Non-Hispanic",135433
37081.Hispanic,25343
"37081.Other, Non-Hispanic",27927
"37081.White, Non-Hispanic",221018
"37083.Black, Non-Hispanic",20960
37083.Hispanic,815
"37083.Other, Non-Hispanic",2181
"37083.White, Non-Hispanic",16224
"37085.Black, Non-Hispanic",20817
37085.Hispanic,10075
"37085.Other, Non-Hispanic",3674
"37085.White, Non-Hispanic",62817
"37087.Black, Non-Hispanic",477
37087.Hispanic,1488
"37087.Other, Non-Hispanic",1067
"37087.White, Non-Hispanic",46873
"37089.Black, Non-Hispanic",3122
37089.Hispanic,7082
"37089.Other, Non-Hispanic",2268
"37089.White, Non-Hispanic",80380
"37091.Black, Non-Hispanic",11382
37091.Hispanic,679
"37091.Other, Non-Hispanic",585
"37091.White, Non-Hispanic",6803
"37093.Black, Non-Hispanic",13945
37093.Hispanic,4323
"37093.Other, Non-Hispanic",4563
"37093.White, Non-Hispanic",16215
"37095.Black, Non-Hispanic",1306
37095.Hispanic,342
"37095.Other, Non-Hispanic",9
"37095.White, Non-Hispanic",2463
"37097.Black, Non-Hispanic",15624
37097.Hispanic,8588
"37097.Other, Non-Hispanic",4891
"37097.White, Non-Hispanic",105774
"37099.Black, Non-Hispanic",915
37099.Hispanic,1562
"37099.Other, Non-Hispanic",3412
"37099.White, Non-Hispanic",29838
"37101.Black, Non-Hispanic",23506
37101.Hispanic,15911
"37101.Other, Non-Hispanic",3077
"37101.White, Non-Hispanic",103875
"37103.Black, Non-Hispanic",2455
37103.Hispanic,290
"37103.Other, Non-Hispanic",92
"37103.White, Non-Hispanic",4943
"37105.Black, Non-Hispanic",9018
37105.Hispanic,7047
"37105.Other, Non-Hispanic",977
"37105.White, Non-Hispanic",28690
"37107.Black, Non-Hispanic",17338
37107.Hispanic,2697
"37107.Other, Non-Hispanic",1060
"37107.White, Non-Hispanic",22927
"37109.Black, Non-Hispanic",3467
37109.Hispanic,3926
"37109.Other, Non-Hispanic",1218
"37109.White, Non-Hispanic",56544
"37111.Black, Non-Hispanic",1361
37111.Hispanic,1538
"37111.Other, Non-Hispanic",758
"37111.White, Non-Hispanic",32310
"37113.Black, Non-Hispanic",434
37113.Hispanic,1342
"37113.Other, Non-Hispanic",729
"37113.White, Non-Hispanic",25911
"37115.Black, Non-Hispanic",343
37115.Hispanic,356
"37115.Other, Non-Hispanic",273
"37115.White, Non-Hispanic",16604
"37117.Black, Non-Hispanic",7661
37117.Hispanic,511
"37117.Other, Non-Hispanic",196
"37117.White, Non-Hispanic",9791
"37119.Black, Non-Hispanic",253166
37119.Hispanic,90521
"37119.Other, Non-Hispanic",64158
"37119.White, Non-Hispanic",410375
"37121.Black, Non-Hispanic",57
37121.Hispanic,536
"37121.Other, Non-Hispanic",139
"37121.White, Non-Hispanic",11464
"37123.Black, Non-Hispanic",3895
37123.Hispanic,2278
"37123.Other, Non-Hispanic",563
"37123.White, Non-Hispanic",14413
"37125.Black, Non-Hispanic",9163
37125.Hispanic,3912
"37125.Other, Non-Hispanic",2391
"37125.White, Non-Hispanic",61060
"37127.Black, Non-Hispanic",28649
37127.Hispanic,3867
"37127.Other, Non-Hispanic",2126
"37127.White, Non-Hispanic",38506
"37129.Black, Non-Hispanic",23270
37129.Hispanic,7971
"37129.Other, Non-Hispanic",6017
"37129.White, Non-Hispanic",148004
"37131.Black, Non-Hispanic",9077
37131.Hispanic,249
"37131.Other, Non-Hispanic",381
"37131.White, Non-Hispanic",6704
"37133.Black, Non-Hispanic",21258
37133.Hispanic,17119
"37133.Other, Non-Hispanic",8389
"37133.White, Non-Hispanic",100674
"37135.Black, Non-Hispanic",13453
37135.Hispanic,7632
"37135.Other, Non-Hispanic",11214
"37135.White, Non-Hispanic",84019
"37137.Black, Non-Hispanic",2143
37137.Hispanic,316
"37137.Other, Non-Hispanic",220
"37137.White, Non-Hispanic",8094
"37139.Black, Non-Hispanic",11254
37139.Hispanic,1329
"37139.Other, Non-Hispanic",686
"37139.White, Non-Hispanic",17436
"37141.Black, Non-Hispanic",6802
37141.Hispanic,2500
"37141.Other, Non-Hispanic",1438
"37141.White, Non-Hispanic",36185
"37143.Black, Non-Hispanic",2506
37143.Hispanic,213
"37143.Other, Non-Hispanic",155
"37143.White, Non-Hispanic",8029
"37145.Black, Non-Hispanic",8143
37145.Hispanic,1058
"37145.Other, Non-Hispanic",697
"37145.White, Non-Hispanic",21110
"37147.Black, Non-Hispanic",46225
37147.Hispanic,6961
"37147.Other, Non-Hispanic",5676
"37147.White, Non-Hispanic",81157
"37149.Black, Non-Hispanic",789
37149.Hispanic,752
"37149.Other, Non-Hispanic",344
"37149.White, Non-Hispanic",15298
"37151.Black, Non-Hispanic",6703
37151.Hispanic,9665
"37151.Other, Non-Hispanic",2873
"37151.White, Non-Hispanic",91186
"37153.Black, Non-Hispanic",10709
37153.Hispanic,1742
"37153.Other, Non-Hispanic",1524
"37153.White, Non-Hispanic",20764
"37155.Black, Non-Hispanic",24070
37155.Hispanic,5967
"37155.Other, Non-Hispanic",41168
"37155.White, Non-Hispanic",27984
"37157.Black, Non-Hispanic",13611
37157.Hispanic,3296
"37157.Other, Non-Hispanic",1586
"37157.White, Non-Hispanic",53926
"37159.Black, Non-Hispanic",16969
37159.Hispanic,7197
"37159.Other, Non-Hispanic",2810
